architect_id,architectJa,architectEn,slug
7895,YUUA建築設計事務所,YUUA ARCHITECTS AND ASSOCIATES,yuua-architects-and-associates
7897,稲垣淳哉＋佐野哲史＋永井拓生＋堀英祐／Eureka,EUREKA,eureka
7900,日建設計＋広州市設計院,NIKKEN SEKKEI + GUANGZHOU DESIGN INSTITUTE,nikken-sekkei-guangzhou-design-institute
7901,佐藤総合計画　阿部仁史アトリエ　関・空間設計共同企業体,AXS SATOW + ATELIER HITOSHI ABE + SEKI KUKAN SEKKEI,axs-satow-atelier-hitoshi-abe-seki-kukan-sekkei
7902,Yang Zhao　妹島和世（アドバイザー）渡瀬正記（ローカルアーキテクト）,YANG ZHAO， KAZUYO SEJIMA， MASANORI WATASE,yang-zhao-kazuyo-sejima-masanori-watase
7907,内海彩＋小杉栄次郎／KUS＋team Timberize,KUS＋TEAM TIMBERIZE,kus-team-timberize-7907
7908,三井ホーム　Ren GLAMOROUS　（店舗内装）,MITSUIHOME,mitsuihome
7909,上閉伊・AA特定共同企業体,KAMAISHI ARCHIAID JV,kamaishi-archiaid-jv
7910,野沢正光建築工房＋一宇一級建築士事務所＋UL設計室＋東大森裕子時空間設計室,MASAMITSU NOZAWA + KYOICHI NAKAMURA + MASAHIDE SHIBATA + HIROKO HIGASHIOHMORI,masamitsu-nozawa-kyoichi-nakamura-masahide-shibata-hiroko-higashiohmori
7911,建築プロデューサー：北川原温　設計：石本建築事務所,ATSUSHI KITAGAWARA， ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM,atsushi-kitagawara-ishimoto-architectural-engineering-firm
7912,アトリエ9建築研究所＋設計計画研究所,ATELIER9 ARCHITECTS & ASSOCIATES + SHIODA & PARTNERS,atelier9-architects-associates-shioda-partners
7915,ワークステーション・モードフロンティア・萩嶺設計共同体,WORKSTATION + MODE FRONTIER + HAGIMINE JV,workstation-mode-frontier-hagimine-jv
7916,企画監修：国土交通省関東地方整備局営繕部　設計：梓設計,MINISTRY OF LAND INFRASTRUCTURE，TRANSPORT AND TOURISM. KANTO REGIONAL DEVELOPMENT BUREAU ，                  AZUSA SEKKEI,ministry-of-land-infrastructure-transport-and-tourism-kanto-regional-development-bureau-azusa-sekkei
7917,元倉眞琴／スタジオ建築計画＋伊藤麻理／UAO,KENCHIKU DESIGN STUDIO + UAO,kenchiku-design-studio-uao
7919,日本設計・竜巳・山形・進藤・馬場設計甲府市新庁舎建設設計共同企業体,NIHON SEKKEI， TAKUMI SEKKEI， YAMAGATA ARCHITECTURAL OFFICE， SHINDO DESIGN OFFICE， BABASEKKEI,nihon-sekkei-takumi-sekkei-yamagata-architectural-office-shindo-design-office-babasekkei
7920,山下設計＋竹中工務店,YAMASHITA SEKKEI・TAKENAKA CORPORATION,yamashita-sekkei-takenaka-corporation-7920
7921,工藤和美+藤村龍至／東洋大学ソーシャルデザインスタジオ＋藤村龍至建築設計事務所,KAZUMI KUDO + RYUJI FUJIMURA/TOYO UNIVERSITY SOCIAL DESIGAN STUDIO + RYUJI FUJIMURA ARCHITECTS,kazumi-kudo-ryuji-fujimura-toyo-university-social-desigan-studio-ryuji-fujimura-architects
7922,吉岡寛之／iroirotoridori,FACTORY SHOWROOM IN SHINAGAWA,factory-showroom-in-shinagawa
7923,齊藤正＋轂工房,TADASHI SAITO AND SHIWAKU CARPENTERS,tadashi-saito-and-shiwaku-carpenters
7924,伊藤暁＋須磨一清＋坂東幸輔,SATORU ITO + ISSEI SUMA + KOSUKE BANDO,satoru-ito-issei-suma-kosuke-bando
7925,NOSIGNER,NOSIGNER,nosigner
7927,KAJIMA DESIGN　設計監修：日本設計,KAJIMA DESIGN,kajima-design-7927
7928,川島克也＋勝山太郎＋中島上／日建設計,NIKKEN SEKKEI,nikken-sekkei-7928
7929,日本設計・NTTファシリティーズ設計共同体,URBAN RENAISSANCE AGENCY + NTT URBAN DEVELOPMENT,urban-renaissance-agency-ntt-urban-development
7930,三菱地所設計・NTTファシリティーズ設計監理共同事業体,MITSUBISHI JISHO,mitsubishi-jisho
7931,茅野秀真＋白井大之＋鈴木健悦＋森隆／日建設計,NIKKEN SEKKEI,nikken-sekkei-7931
7933,日本設計（統括設計）　日本設計　清水建設（実施設計・工事監理）　團紀彦建築設計事務所（マスターアーキテクト・デザインアーキテクト）,NIHON SEKKEI， SHIMIZU CORPORATION， NORIHIKO DAN ASSOCIATES,nihon-sekkei-shimizu-corporation-norihiko-dan-associates
7934,竹中工務店　外装デザイン：竹中工務店＋ペリ　クラーク　ペリ　アーキテクツ,TAKENAKA CORPORATION ，  TAKENAKA CORPORATION + PELLI CLARKE PELLI ARCHITECTS,takenaka-corporation-takenaka-corporation-pelli-clarke-pelli-architects
7935,東京・大阪の再開発プロジェクト,Redevelopment projects in tokyo and osaka,redevelopment-projects-in-tokyo-and-osaka
7937,増田信吾＋大坪克亘,SHINGO MASUDA+KATSUHISA OTSUBO ARCHITECTS,shingo-masuda-katsuhisa-otsubo-architects
7939,デザイン監修：古谷誠章＋NASCA　設計施工：竹中工務店,FURUYA NOBUAKI＋NASCA， TAKENAKA CORPORATION,furuya-nobuaki-nasca-takenaka-corporation
7940,小川達也＋小引寛也／16アーキテクツ＋小石川建築　小石川土木　中村実／オリエンタルコンサルタンツ,16 ARCHITECTS + KOISHIKAWA ARCHITECTS + ORIENTAL CONSULTANTS,16-architects-koishikawa-architects-oriental-consultants
7942,小川文象／FUTURE STUDIO,FUTURE STUDIO,future-studio
7943,コンテンポラリーズ,CONTEMPORARIES,contemporaries
7944,総合監修：ユージー技建　デザイン監修：原田将史／レインボーアーキテクツ　設計・監理：アイ・デザイン,MASAFUMI HARADA/NIJI ARCHITECTS,masafumi-harada-niji-architects
7945,山下秀之＋江尻憲泰,HIDEYUKI YAMASHITA + NORIHIKO EJIRI,hideyuki-yamashita-norihiko-ejiri
7946,小林一行＋樫村芙実／TERRAIN architects,IKKO KOBAYASHI+FUMI KASHIMURA / TERRAIN ARCHITECTS,ikko-kobayashi-fumi-kashimura-terrain-architects-7946
7948,デザイン監修：千葉学建築計画事務所　設計：ジェイアール西日本コンサルタンツ,CHIBA MANABU ARCHITECTS， JR WEST JAPAN CONSULTANTS COMPANY,chiba-manabu-architects-jr-west-japan-consultants-company
7949,スタープラン，Plot01　バスアルヒテクトゥール　Plot02　阿部仁史アトリエ　PlotLLC　ザハ・ハディド　アーキテクツ　PlotW1D　エストゥディオ　カルメン・ピノッシュ　PlotW1E　ノマドアルキテクトス　PlotW2　クラブスタジオ,BUS ARCHITEKTUR， ATELIER HITOSHI ABE， ZAHA HADID ARCHITECTS， ， ESUTUDIO CARME PINÓS， NO.MAD ARQUITECTOS， CRAB STUDIO,bus-architektur-atelier-hitoshi-abe-zaha-hadid-architects-esutudio-carme-pinós-no-mad-arquitectos-crab-studio
7951,梓・安井・PCPJ　東京国際空港国際線旅客ターミナル設計共同企業体（梓設計，安井建築設計事務所，ペリ　クラーク　ペリ　アーキテクツ　ジャパン）,JOINT VENTURE FOR ARCHITECTURAL DESIGN WORK FOR INTERNATIONAL PASSENGER TERMINAL BUILDING OF TOKYO INTERNATIONAL AIRPORT（AZUSA SEKKEI， YASUI ARCHITECTS & ENGINEERING， PELLI CLARKE PELLI ARCHITECTS JAPAN）,joint-venture-for-architectural-design-work-for-international-passenger-terminal-building-of-tokyo-international-airport-azusa-sekkei-yasui-architects-engineering-pelli-clarke-pelli-architects-japan
7953,kwas／渡邉健介建築設計事務所,KWAS / KENSUKE WATANABE ARCHITECTURE STUDIO,kwas-kensuke-watanabe-architecture-studio-7953
7954,ジャクエツ環境事業＋アトリエ9建築研究所＋村松基安＋村松デザイン事務所,JAKUETSU + ATELIER9 ARCHITECTS & ASSOCIATES + MOTOYASU MURAMATSU ARCHITECTS,jakuetsu-atelier9-architects-associates-motoyasu-muramatsu-architects
7955,石嶋設計室＋小松豪一級建築士事務所,ISHIJIMA ARCHITECTS＋GO KOMATSU ARCHITECTS,ishijima-architects-go-komatsu-architects-7955
7956,大建met　大建設計　なわけんジム,met ARCHITECTS  NAWAKENJI-M,met-architects-nawakenji-m
7959,遠藤政樹／EDH遠藤設計室,EDH ENDOH DESIGN HOUSE,edh-endoh-design-house
7961,DesignBuildFUKUOKA,DESIGNBUILDFUKUOKA,designbuildfukuoka
7964,薩田英男／薩田建築スタジオ,HIDEO SATSUTA / SATSUTA STUDIO OF ARCHITECTURE， DAY-CARE CENTER， WATARI TOWN,hideo-satsuta-satsuta-studio-of-architecture-day-care-center-watari-town
7966,石原健也／千葉工業大学＋石森建築設計事務所,ISHIJIMA ARCHITECTS＋GO KOMATSU ARCHITECTS,ishijima-architects-go-komatsu-architects-7966
7968,日本設計（基本設計）　清水建設（実施設計）,SHIMIZU CORPORATION,shimizu-corporation-7968
7969,山下設計（基本設計・監理）　戸田建設一級建築士事務所（実施設計）,YAMASHITA SEKKEI， TODA CORPORATION ARCHITECTURAL DESIGN DEPT,yamashita-sekkei-toda-corporation-architectural-design-dept
7970,日建設計　実施設計協力：竹中工務店　東洋熱工業　きんでん,NIKKEN SEKKEI,nikken-sekkei-7970
7971,三家大地建築設計事務所＋畝森泰行建築設計事務所,TAICHI MITSUYA & ASSOCIATES ＋UNEMORI ARCHITECTS,taichi-mitsuya-associates-unemori-architects
7975,東京大学キャンパス計画室（隈研吾）・同施設部　隈研吾建築都市設計事務所,THE UNIVERSITY OF TOKYO CAMPUS PLANNING OFFICE （KENGO KUMA）KENGO KUMA & ASSOCIATES,the-university-of-tokyo-campus-planning-office-kengo-kuma-kengo-kuma-associates
7976,アール・アイ・エー（秋田市にぎわい交流館，商業・駐車場棟，住宅棟及び全体計画）,RESEARCH INSTITUTE OF ARCHITECTURE,research-institute-of-architecture-7976
7978,大成建設一級建築士事務所　外装デザイン：コーン・ペダーセン・フォックス,TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS， KOHN PEDERSEN FOX ASSOCIATES,taisei-design-planners-architects-engineers-kohn-pedersen-fox-associates
7983,山梨知彦＋羽鳥達也＋笹山恭代＋石原嘉人／日建設計,NIKKEN SEKKEI,nikken-sekkei-7983
7986,伊東豊雄建築設計事務所　大矩聯合建築師事務所,TOYO ITO & ASSOCIATES， ARCHITECTS， DAIJU ARCHITECTS & ASSOCIATEES,toyo-ito-associates-architects-daiju-architects-associatees
7987,伊東豊雄建築設計事務所　宗邁建築師事務所　大涵學乙設計工程,TOYO ITO & ASSOCIATES， ARCJITECTS， FEI & CHENG ASSOCIATES， A+B DESIGN GROUP,toyo-ito-associates-arcjitects-fei-cheng-associates-a-b-design-group
7988,伊東豊雄建築設計事務所・大矩聯合建築師事務所,TOYO ITO & ASSOCIATES， ARCHITECTS， DA-JU ARCHITECTS & ASSOCIATES,toyo-ito-associates-architects-da-ju-architects-associates
7991,総合監理：早稲田大学キャンパス企画部　設計：石本建築事務所,ISHIMOTO ARCHITECTURAL & ENGENEERING FIRM,ishimoto-architectural-engeneering-firm
7992,フィールド･デザイン･アーキテクツ,FIELD DESIGN ARCHITECTS,field-design-architects
8000,仲俊治・宇野悠里／仲建築設計スタジオ,NAKA ARCHITECTS’ STUDIO,naka-architects-studio-8000
8001,モクチン企画,MOKU-CHIN ARCHITECTURE,moku-chin-architecture
8002,青木弘司建築設計事務所　協同設計：RGB STRUCTURE,KOJI AOKI ARCHITECTS,koji-aoki-architects
8004,KONNO＋日本工業大学金野研究室,KONNO+NIPPON INSTITUTE OF TECHNOLOGY CHIE KONNO LAB,konno-nippon-institute-of-technology-chie-konno-lab
8005,監修：青木茂＋雨宮知彦／首都大学東京　設計：東京都住宅供給公社＋軽石実一級建築士事務所＋メジロスタジオ,TOKYO METROPOLITAN HOUSING SUPPLY CORPORATION， KARUISHI ARCHITECTS， MEJIRO STUDIO,tokyo-metropolitan-housing-supply-corporation-karuishi-architects-mejiro-studio
8006,都市再生機構東日本賃貸住宅本部　デザイン監修：藤田雄介／Camp Design　実施設計：山設計工房,UR + YUSUKE FUJITA / CAMP DESIGN + YAMA ARCHITECTS & PARTNERS,ur-yusuke-fujita-camp-design-yama-architects-partners
8007,基本計画：前橋工科大学石田敏明研究室　設計：石田敏明建築設計事務所＋タノデザインラボ,TOSHIAKI ISHIDA ARCHITECTS & ASSOCIATES + TANO DESIGN LAB.,toshiaki-ishida-architects-associates-tano-design-lab
8009,東 環境・建築研究所／東利恵,AZUMA ARCHITECT & ASSOCIATES,azuma-architect-associates-8009
8010,事業主：三井不動産　東京大学（柏の葉キャンパス駅前サテライト）　マスタープラン：團紀彦建築設計事務所　設計：錢高組　石本建築事務所　東京大学キャンパス計画室（清家剛）・同施設部＋上野武／上野藤井建築研究所（柏の葉キャンパス駅前サテライト）,UNIVERSITY OF TOOKYO (TSUYOSHI SEKI) & FACILITIEC DEPARTMENT， UENO / FUJII ARCHITECTS & ASSOCIATES + TAKESHI UENO,university-of-tookyo
8014,マナ建築設計室（聖パウロ礼拝堂）　八千代エンジニアリング（チャペル会館）,MANAS A&A + YEC,manas-a-a-yec
8015,DesignBuildFUKUOKA　2nd,DESIGNBUILDFUKUOKA 2ND,designbuildfukuoka-2nd
8016,宮晶子・STUDIO　2A,MIYA AKIKO・STUDIO 2A,miya-akiko-studio-2a-8016
8020,保坂猛／保坂猛建築都市設計事務所,TAKESHI HOSAKA ARCHITECTS,takeshi-hosaka-architects-8020
8022,新関謙一郎／NIIZEKISTUDIO＋多田脩二,KENICHIRO NIZEKI / NIZEKI STUDIO + SHUJI TADA,kenichiro-nizeki-nizeki-studio-shuji-tada
8023,Bohlin Cywinski Jackson　光井純&アソシエーツ建築設計事務所,BOHLIN CYWINSKI JACKSON + JUN MITSUI & ASSOCIATES ARCHITECTS,bohlin-cywinski-jackson-jun-mitsui-associates-architects
8024,日建設計・コーンバーグアソシエーツ・国建　共同体（第1研究棟・センター棟・第2研究棟・OISTギャラリー・回廊・講堂）　日建設計・国建　共同体（サイエンティストビレッジ）,NIKKEN SEKKEI・KORONBERG ASSOCIATES・KUNIKEN Joint Venture  NIKKEN SEKKEI・KUNIKEN Joint Venture,nikken-sekkei-koronberg-associates-kuniken-joint-venture-nikken-sekkei-kuniken-joint-venture
8028,萬代基介建築設計事務所,MANDAI ARCHITECTS,mandai-architects
8029,近宮健一・東本光尚／日本設計,NIHON SEKKEI,nihon-sekkei-8029
8032,安東直＋前田芳伸＋川東智暢／久米設計,KUME SEKKEI,kume-sekkei-8032
8033,末光弘和＋末光陽子／SUEP.＋佐々木信明／INTERMEDIA,HIROKAZU SUEMITSU + YOKO SUEMITSU / SUEP. + NOBUAKI SASAKI / INTERMEDIA,hirokazu-suemitsu-yoko-suemitsu-suep-nobuaki-sasaki-intermedia
8037,アーキエイド半島支援勉強会コアハウスワーキンググループ　（筑波大学貝島桃代研究室＋東京工業大学塚本由晴研究室）,CORE HOUSE WORKING GROUP IN ARCHI-AID PENINSULA SUPPORTING SEMINAR（UNIVERSITY OF TSUKUBA， KAIJIMA LAB + TOKYO INSTITUTE OF TECHNOLOGY， TSUKAMOTO LAB）,core-house-working-group-in-archi-aid-peninsula-supporting-seminar-university-of-tsukuba-kaijima-lab-tokyo-institute-of-technology-tsukamoto-lab
8039,アトリエ・ワン＋コンストラクト　ラボ,ATELIER BOW-WOW + CONSTRUCTLAB,atelier-bow-wow-constructlab
8041,安藤忠雄建築研究所＋同済大学建築設計研究院,TADAO ANDO ARCHITECT & ASSOCIATES， ARCHITECTUERAL DESIGN & RESEARCH INSTITUTE OF TONGJI UNIVERASITY,tadao-ando-architect-associates-architectueral-design-research-institute-of-tongji-univerasity
8049,企画・統括設計：NTT都市開発　|　設計施工：コクヨ,NTT URBAN DEVELOPMENT， KOKUYO,ntt-urban-development-kokuyo
8051,アプルデザインワークショップ,APL DESIGN WORKSHOP,apl-design-workshop
8053,長尾亜子＋野上恵子＋腰原幹雄＋矢吹町商工会,AKO NAGAO+KEIKO NOGAMI+MIKIO KOSHIHARA+YABUKI SOCIETY OF COMMERCE AND INDUSTRY,ako-nagao-keiko-nogami-mikio-koshihara-yabuki-society-of-commerce-and-industry
8055,久保都島建築設計事務所,KUBO TSUSHIMA ARCHITECTS,kubo-tsushima-architects
8056,基本設計：川添善行＋原裕介＋大川周平＋東京大学生産技術研究所　川添研究室　|　実施設計：日大設計,KAWAZOE LAB， INSTITUTE OF INDUSTRIAL SCIENCE，THE UNIVERSITY OF TOKYO，            NICHIDAI-SEKKEI,kawazoe-lab-institute-of-industrial-science-the-university-of-tokyo-nichidai-sekkei-8056
8061,日建設計／山梨知彦＋恩田聡＋青柳創,NIKKEN SEKKEI / TOMOHIKO YAMANASHI+SATOSHI ONDA+HAJIME AOYAGI,nikken-sekkei-tomohiko-yamanashi-satoshi-onda-hajime-aoyagi
8063,ジェイアール東日本建築設計事務所　田畑建築設計事務所,JR EAST DESIGN CORPORATIONTABATA ARCHITECT & DESIGN OFFICE,jr-east-design-corporationtabata-architect-design-office
8064,住友林業木化営業部一級建築士事務所,SUMITOMO FORESTRY,sumitomo-forestry-8064
8065,梓・岡野建築設計共同企業体（基本設計・校舎棟実施設計）　梓設計（屋内運動場＋プール棟＋外構棟実施設計）,AZUSA SEKKEI， OKANO ARCHITECTURAL COMPANY(JOINT VENTURE FOR ARCHITECTURAL DESIGN WORK)， AZUSA SEKKEI(GYMNASIUM.POOL.LANDSCAPE),azusa-sekkei-okano-architectural-company
8066,意匠設計：古市徹雄都市建築研究所　|　設計：大建設計・鈴木設計設計共同体,FURUICHI & ASSOCIATES＋DAIKEN SEKKEI＋SUZUKI SEKKEI,furuichi-associates-daiken-sekkei-suzuki-sekkei
8067,関・空間設計,SEKI KUKAN SEKKEI,seki-kukan-sekkei
8068,伊東豊雄建築設計事務所＋クライン　ダイサム　アーキテクツ,TOYO ITO & ASSOCIATES， ARCHITECTS ＋ KLEIN DYTHAM ARCHITECTURE,toyo-ito-associates-architects-klein-dytham-architecture
8072,SUMA／須磨一清＋なわけんジム,SUMA / ISSEI SUMA + NAWAKENJI-M,suma-issei-suma-nawakenji-m
8073,内海彩／KUS＋team Timberize,AYA UTSUMI / KUS + TEAM TIMBERIZE,aya-utsumi-kus-team-timberize
8074,鈴木敏彦／アトリエOPA＋西澤高男／ビルディングランドスケープ　|　LVLデザイン監修：山代悟／ビルディングランドスケープ,TOSHIHIKO SUZUKI ／ ATELIER OPA＋TAKAO NISHIZAWA ／ BUILDINGLANDSCAPE， SATOSHI YAMASHIRO／ BUILDINGLANDSCAPE,toshihiko-suzuki-atelier-opa-takao-nishizawa-buildinglandscape-satoshi-yamashiro-buildinglandscape
8078,網野禎昭＋平成建設一級建築士事務所,AMINO YOSHIAKI＋HEISEI CORPORATION,amino-yoshiaki-heisei-corporation
8079,大建設計,DAIKEN SEKKEI,daiken-sekkei-8079
8083,再開発棟：日建設計　歴史的建築物棟　U.A建築研究室・清水建設設計共同企業体,Redevelopment building: nikken sekkei historic building u.a architectural laboratory and shimizu corporation design joint venture,redevelopment-building-nikken-sekkei-historic-building-u-a-architectural-laboratory-and-shimizu-corporation-design-joint-venture
8084,U.A建築研究室・清水建設設計共同企業体,U.A ARCHITECT ・SHIMIZU CORPORATION,u-a-architect-shimizu-corporation
8085,AC棟・B棟：|　未定：シビックセンター棟　日建設計　消防署棟　三井住友建設,Ac and b building:| undecided: civic center building nikken sekkei fire station building sumitomo mitsui construction co.,ac-and-b-building-undecided-civic-center-building-nikken-sekkei-fire-station-building-sumitomo-mitsui-construction-co
8086,日建設計／杉山俊一＋高野明＋甘粕敦彦,NIKKEN SEKKEI ／ SHUNICHI SUGIYAMA+AKIRA KOHNO+ATSUHIKO AMAKASU,nikken-sekkei-shunichi-sugiyama-akira-kohno-atsuhiko-amakasu
8088,西日本旅客鉄道大阪工事事務所＋ジェイアール西日本コンサルタンツ　|　デザイン監修：宮崎浩／プランツアソシエイツ＋山口市ターミナルパーク整備部　|　壁面緑化監修：パトリック・ブラン,PLANTS ASSOCIATES， TERMINAL PARK DEVELOPMENT， YAMAGUCHI CITY， WEST JAPAN RAILWAY COMPANY， JR WEST JAPAN CONSULTANTS COMPANY， PATRICK BLANC,plants-associates-terminal-park-development-yamaguchi-city-west-japan-railway-company-jr-west-japan-consultants-company-patrick-blanc
8089,設計・製造　小田急エンジニアリング　川崎重工業　大阪車輌工業　|　統括デザイン：岡部憲明アーキテクチャーネットワーク,NORIAKI OKABE ARCHITECTURE NETWORK,noriaki-okabe-architecture-network-8089
8090,東　環境・建築研究所／東利恵　|　ランドスケープ：オンサイト計画設計事務所,AZUMA ARCHITECT & ASSOCIATES,azuma-architect-associates-8090
8091,馬場兼伸＋江泉光哲＋金井直,KANENOBU BABA + MITSUAKI EIZUMI + TADASHI KANAI,kanenobu-baba-mitsuaki-eizumi-tadashi-kanai
8092,黒川紀章建築都市設計事務所（基本設計）　Hans van Heeswijk Architects（実施設計）,KISHO KUROKAWA ARCHITECT & ASSOCIATES， HANS VAN HEESWIJK ARCHITECTS,kisho-kurokawa-architect-associates-hans-van-heeswijk-architects
8093,室伏次郎＋中井浩司／スタジオアルテック,JIROH MUROFUSHI ＋ KOJI NAKAI / STUDIO ARTEC,jiroh-murofushi-koji-nakai-studio-artec
8095,アトリエ・ワン＋Dertien12,ATELIER BOW-WOW + D,atelier-bow-wow-d
8097,設計施工：竹中工務店　|　コンストラクションマネジメント：安井建築設計事務所,TAKENAKA CORPORATION,takenaka-corporation-8097
8099,都市再生機構　アルセッド建築研究所・関空間設計設計共同体　窓建コンサルタント,URBAN RENAISSANCE AGENCY， ARCHITECTURAL LABORATORY FOR SYSTEMS， ENVIRONMENT ， & DEVELOPMENT， \\u3000\\u3000   SOKEN CONSULTANT,urban-renaissance-agency-architectural-laboratory-for-systems-environment-development-u3000-u3000-soken-consultant
8100,都市再生機構　遠藤剛生建築設計事務所,URBAN RENAISSANCE AGENCY， TAKAO ENDO ARCHITECT OFFICE,urban-renaissance-agency-takao-endo-architect-office
8101,都市再生機構　山設計工房,URBAN RENAISSANCE AGENCY + YAMA ARCHITECTS & PARTNERS， TAKENAKA CORPORATION + SENKEN CORPORATION,urban-renaissance-agency-yama-architects-partners-takenaka-corporation-senken-corporation
8102,都市再生機構　久慈設計,URBAN RENAISSANCE AGENCY， KUJI ARCHITECTS STUDIO,urban-renaissance-agency-kuji-architects-studio
8104,大阪ガス　大京　近鉄不動産　集工舎建築都市デザイン研究所　岩村アトリエ　KBI計画・設計事務所,OSAKA GAS， DAIKYO， KINTETSU REAL ESTATE， SHU-KOH-SHA ARCHITECTUAL & URBAN DESIGN STUDIO／IWAMURA ATELIER／KANSAI BUSINESS INFORMATION,osaka-gas-daikyo-kintetsu-real-estate-shu-koh-sha-architectual-urban-design-studio-iwamura-atelier-kansai-business-information
8105,企画・設計：馬場正尊＋平岩祐希＋大我さやか／ Open A　嶋田洋平＋重矢浩志／らいおん建築事務所　北九州家守舎,UR + OPEN A + LION ARCHITECT’S + KITAKYUSYUYAMORISYA,ur-open-a-lion-architect-s-kitakyusyuyamorisya
8106,2.0不動産,2.0 REAL ESTATE,2-0-real-estate
8107,アール・アイ・エー　実験住居内部改修設計　馬場正尊＋大我さやか／ Open A,RESEARCH INSTITUTE OF ARCHITECTURE， OPEN A,research-institute-of-architecture-open-a
8110,KUS＋team Timberize,KUS＋TEAM TIMBERIZE,kus-team-timberize-8110
8111,カスヤアーキテクツオフィス,KASUYA ARCHTECTS’ OFFICE,kasuya-archtects-office
8112,苅部寛子＋吉川真理子,KARIBE HIROKO ARCHITECTS＋YY ARCHITECTS YOSHIKAWA MARIKO LABO,karibe-hiroko-architects-yy-architects-yoshikawa-mariko-labo
8116,日建設計・前田建設工業飯田橋駅西口地区市街地再開発事業施設建築物実施設計共同企業体,NIKKEN SEKKEI， MAEDA CORPOLATION,nikken-sekkei-maeda-corpolation
8117,アトリエ・アンド・アイ　久野靖広研究室,ATELIER AND I， YASUHIRO KUNO ARCHITECTURAL LABORATORY,atelier-and-i-yasuhiro-kuno-architectural-laboratory
8119,西澤徹夫建築事務所,TEZZO NISHIZAWA ARCHITECTS,tezzo-nishizawa-architects
8121,設計・製造　川崎重工業　|　統括デザイン：岡部憲明アーキテクチャーネットワーク,NORIAKI OKABE ARCHITECTURE NETWORK,noriaki-okabe-architecture-network-8121
8122,岡部憲明アーキテクチャーネットワーク　大和小田急建設一級建築士事務所,NORIAKI OKABE ARCHITECTURE NETWORK， HAKONE TOZAN RAILWAY 3000 ALLEGRA,noriaki-okabe-architecture-network-hakone-tozan-railway-3000-allegra
8125,AHMM,AHMM,ahmm
8127,川島克也＋近藤彰宏／日建設計,NIKKEN SEKKEI,nikken-sekkei-8127
8131,PLANET Creations　関谷昌人建築設計アトリエ,PLANET CREATIONS SEKIYA MASATO ARCHITECTURE DESIGN,planet-creations-sekiya-masato-architecture-design
8132,長坂常＋山本亮介／スキーマ建築計画,SCHEMATA ARCHITECTS,schemata-architects
8133,デザイン監修：隈研吾建築都市設計事務所／設計施工　清水建設,KENGO KUMA & ASSOCIATES， SHIMIZU CORPORATION,kengo-kuma-associates-shimizu-corporation
8134,パナホーム（ランドスケープ，全体監修，住戸）　三井不動産レジデンシャル（住戸）,PANAHOME， MITSUI FUDOUSAN RESIDENTIAL,panahome-mitsui-fudousan-residential
8135,クライン　ダイサム　アーキテクツ（総合デザインディレクション）竹林正彦／日本設計,KLEIN DYTHAM ARCHITECTURE， NIHON SEKKEI,klein-dytham-architecture-nihon-sekkei
8141,D.I.G Architects＋久田屋建築研究所,D.I.G ARCHITECTS ＋ HISADAYA ARCHITECTS,d-i-g-architects-hisadaya-architects
8142,長建設計事務所＋山下秀之＋江尻憲泰,CHOKEN SEKKEI ＋ HIDEYUKI YAMASHITA ＋ NORIHIRO EJIRI,choken-sekkei-hideyuki-yamashita-norihiro-ejiri
8143,日総建,NISSOKEN ARCHITECTS／ENGINEERS,nissoken-architects-engineers-8143
8147,平瀬有人＋平瀬祐子／yHa architects,YHA ARCHITECTS,yha-architects-8147
8149,石嶋設計室,ISHIJIMA ARCHITECTS,ishijima-architects
8150,SUGAWARADAISUKE,SUGAWARADAISUKE,sugawaradaisuke
8151,小川達也＋松田光司＋渋谷真弘／16アーキテクツ＋Sma,16A + Sm,16a-sm
8152,松島潤平建築設計事務所＋桂建築設計事務所,JP ARCHITECTS＋KATSURA ARCHITECTURAL DESIGN,jp-architects-katsura-architectural-design
8153,ナフ・アーキテクト&デザイン,NAF ARCHITECT & DESIGN,naf-architect-design-8153
8154,山﨑健太郎デザインワークショップ,YAMAZAKI KENTARO DESIGN WORKSHOP,yamazaki-kentaro-design-workshop-8154
8156,大野秀敏＋江口英樹／アプルデザインワークショップ,OHNO HIDETOSHI + EGUCHI HIDEKI / APLDW,ohno-hidetoshi-eguchi-hideki-apldw
8157,松本純一郎設計事務所（マスターアーキテクト）　針生承一建築研究所（センターハウス）　SOY source建築設計事務所（家族の家A・B棟）　鈴木弘人設計事務所（家族の家E棟）,JUNICHIRO MATSUMOTO ARCHITECT & ASSOCIATES，SHOICHI HARYU ARCHITECT & ASSOCIATE， SOY SOURCE ARCHITECTS，HIROTO SUZUKI ARCHITECTS & ASSOCIATES,junichiro-matsumoto-architect-associates-shoichi-haryu-architect-associate-soy-source-architects-hiroto-suzuki-architects-associates
8158,デザインコンサルタント　ヘルツォーク&ド・ムーロン　|　実施設計・施工：竹中工務店,HERZOG & DE MEURON,herzog-de-meuron
8159,基本設計・監修：穴吹デザイン専門学校　空カンゼミ　TEAM OGINAU　|　実施設計：山谷建築設計事務所　|　監修・監督：穴吹デザイン専門学校　西尾通哲建築研究室,TEAM OGINAU (ANABUKI DESIGN COLLEGE HIROSHIMA)＋240DESIGN/ARCHITECTS，  YAMATANI ARCHITECTURAL DESIGN,team-oginau
